class,jo,prod
349,449000BIS,magnesium chloride
349,449000BIS,sodium chloride
349,449000BIS,sodium lactate
349,449800BIS,calcium chloride
349,449800BIS,dextrose monohydrate
349,449800BIS,magnesium chloride
349,449800BIS,sodium chloride
349,449800BIS,sodium lactate
349,513500BIS,calcium chloride
349,513500BIS,dextrose monohydrate
349,513500BIS,magnesium chloride
349,513500BIS,sodium chloride
349,513500BIS,sodium lactate
349,366200BIS,calcium chloride
349,366200BIS,dextrose monohydrate
349,366200BIS,magnesium chloride
349,366200BIS,sodium chloride
349,366200BIS,sodium lactate
349,449100BIS,calcium chloride
349,449100BIS,dextrose monohydrate
349,449100BIS,magnesium chloride
349,449100BIS,sodium chloride
349,449100BIS,sodium lactate
349,449900BIS,calcium chloride
349,449900BIS,dextrose monohydrate
349,449900BIS,magnesium chloride
349,449900BIS,sodium chloride
349,449900BIS,sodium lactate
349,464700BIS,calcium chloride
349,464700BIS,dextrose monohydrate
349,464700BIS,magnesium chloride
349,464700BIS,sodium chloride
349,464700BIS,sodium lactate
349,366300BIS,calcium chloride
349,366300BIS,dextrose monohydrate
349,366300BIS,magnesium chloride
349,366300BIS,sodium chloride
349,366300BIS,sodium lactate
349,449200BIS,calcium chloride
349,449200BIS,dextrose monohydrate
349,449200BIS,magnesium chloride
349,449200BIS,sodium chloride
349,449200BIS,sodium lactate
349,450000BIS,calcium chloride
349,450000BIS,dextrose monohydrate
349,450000BIS,magnesium chloride
349,450000BIS,sodium chloride
349,450000BIS,sodium lactate
349,464800BIS,calcium chloride
349,464800BIS,dextrose monohydrate
349,464800BIS,magnesium chloride
349,464800BIS,sodium chloride
349,464800BIS,sodium lactate
349,509600BIS,calcium chloride dihydrate
349,509600BIS,dextrose monohydrate
349,509600BIS,magnesium chloride hexahydrate
349,509600BIS,sodium bicarbonate
349,509600BIS,sodium chloride
349,509600BIS,sodium lactate
349,509700BIS,calcium chloride dihydrate
349,509700BIS,dextrose monohydrate
349,509700BIS,magnesium chloride hexahydrate
349,509700BIS,sodium bicarbonate
349,509700BIS,sodium chloride
349,509700BIS,sodium lactate
349,509800BIS,calcium chloride dihydrate
349,509800BIS,dextrose monohydrate
349,509800BIS,magnesium chloride hexahydrate
349,509800BIS,sodium bicarbonate
349,509800BIS,sodium chloride
349,509800BIS,sodium lactate
349,510700BIS,calcium chloride dihydrate
349,510700BIS,dextrose monohydrate
349,510700BIS,magnesium chloride hexahydrate
349,510700BIS,sodium bicarbonate
349,510700BIS,sodium chloride
349,510700BIS,sodium lactate
349,510800BIS,calcium chloride dihydrate
349,510800BIS,dextrose monohydrate
349,510800BIS,magnesium chloride hexahydrate
349,510800BIS,sodium bicarbonate
349,510800BIS,sodium chloride
349,510800BIS,sodium lactate
349,510900BIS,calcium chloride dihydrate
349,510900BIS,dextrose monohydrate
349,510900BIS,magnesium chloride hexahydrate
349,510900BIS,sodium bicarbonate
349,510900BIS,sodium chloride
349,510900BIS,sodium lactate
349,511000BIS,calcium chloride dihydrate
349,511000BIS,dextrose monohydrate
349,511000BIS,magnesium chloride hexahydrate
349,511000BIS,sodium bicarbonate
349,511000BIS,sodium chloride
349,511000BIS,sodium lactate
349,511100BIS,calcium chloride dihydrate
349,511100BIS,dextrose monohydrate
349,511100BIS,magnesium chloride hexahydrate
349,511100BIS,sodium bicarbonate
349,511100BIS,sodium chloride
349,511100BIS,sodium lactate
349,665700BIS,calcium chloride dihydrate
349,665700BIS,dextrose monohydrate
349,665700BIS,magnesium chloride hexahydrate
349,665700BIS,sodium bicarbonate
349,665700BIS,sodium chloride
349,665700BIS,sodium lactate
349,665800BIS,calcium chloride dihydrate
349,665800BIS,dextrose monohydrate
349,665800BIS,magnesium chloride hexahydrate
349,665800BIS,sodium bicarbonate
349,665800BIS,sodium chloride
349,665800BIS,sodium lactate
349,665900BIS,calcium chloride dihydrate
349,665900BIS,dextrose monohydrate
349,665900BIS,magnesium chloride hexahydrate
349,665900BIS,sodium bicarbonate
349,665900BIS,sodium chloride
349,665900BIS,sodium lactate
349,707800BIS,calcium chloride dihydrate
349,707800BIS,dextrose monohydrate
349,707800BIS,magnesium chloride hexahydrate
349,707800BIS,sodium bicarbonate
349,707800BIS,sodium chloride
349,707800BIS,sodium lactate
349,515300BIS,calcium chloride
349,515300BIS,dextrose monohydrate
349,515300BIS,magnesium chloride hexahydrate
349,515300BIS,sodium bicarbonate
349,515300BIS,sodium chloride
349,681600BIS,calcium chloride dihydrate
349,681600BIS,dextrose monohydrate (as dextrose
349,681600BIS,magnesium chloride hexahydrate
349,681600BIS,sodium bicarbonate
349,681600BIS,sodium chloride
349,681800BIS,calcium chloride dihydrate
349,681800BIS,dextrose monohydrate (as dextrose
349,681800BIS,magnesium chloride hexahydrate
349,681800BIS,sodium bicarbonate
349,681800BIS,sodium chloride
349,682000BIS,calcium chloride dihydrate
349,682000BIS,dextrose monohydrate (as dextrose
349,682000BIS,magnesium chloride hexahydrate
349,682000BIS,sodium bicarbonate
349,682000BIS,sodium chloride
349,516900BIS,calcium chloride
349,516900BIS,dextrose monohydrate
349,516900BIS,magnesium chloride hexahydrate
349,516900BIS,potassium chloride
349,516900BIS,sodium bicarbonate
349,516900BIS,sodium chloride
349,517000BIS,calcium chloride
349,517000BIS,dextrose monohydrate
349,517000BIS,magnesium chloride hexahydrate
349,517000BIS,potassium chloride
349,517000BIS,sodium bicarbonate
349,517000BIS,sodium chloride
349,644300BIJ,calcium chloride dihydrate
349,644300BIJ,magnesium chloride hexahydrate
349,644300BIJ,sodium chloride
349,644300BIJ,sodium bicarbonate
349,644300BIJ,potassium chloride
349,644300BIJ,disodium phosphate dihydrate
349,659300BIS,calcium chloride dihydrate
349,659300BIS,dextrose monohydrate
349,659300BIS,S-lactic acid
349,659300BIS,magnesium chloride hexahydrate
349,659300BIS,potassium chloride
349,659300BIS,sodium bicarbonate
349,659300BIS,sodium chloride
349,659400BIS,calcium chloride dihydrate
349,659400BIS,dextrose monohydrate
349,659400BIS,S-lactic acid
349,659400BIS,magnesium chloride hexahydrate
349,659400BIS,potassium chloride
349,659400BIS,sodium bicarbonate
349,659400BIS,sodium chloride
391,110530BIJ,L-ornithine-L-aspartate
391,110531BIJ,L-ornithine-L-aspartate
392,140701BIJ,deferoxamine mesylate
392,142501BIJ,dexrazoxane
392,150930BIJ,edetate calcium disodium
392,160430BIJ,flumazenil
392,160431BIJ,flumazenil
392,160432BIJ,flumazenil
392,160433BIJ,flumazenil
392,166502BIJ,glutathione(reducing)
392,182534BIJ,calcium folinate (as folinate
392,182535BIJ,calcium folinate (as folinate
392,182536BIJ,calcium folinate (as folinate
392,182537BIJ,calcium folinate (as folinate
392,182539BIJ,calcium folinate (as folinate
392,182531BIJ,calcium folinate (as folinate
392,182533BIJ,calcium folinate (as folinate
392,182530BIJ,calcium folinate (as folinate
392,182532BIJ,calcium folinate (as folinate
392,190930BIJ,mesna
392,228502BIJ,sodium bicarbonate
392,228536BIJ,sodium bicarbonate
392,360530BIJ,sodium thiosulfate
392,363401BIJ,pralidoxime chloride
392,566132BIJ,leucovorin sodium (as leucovorin
392,566134BIJ,leucovorin sodium (as leucovorin
395,439701BIJ,agalsidase β(recombinant human α-galactosidase A)
395,442101BIJ,rasburicase
395,466230BIJ,laronidase(recombinant α-L-iduronidase)
395,498430BIJ,idursulfase(recombinant human iduronate-
395,498530BIJ,galsulfase(recombinant human N-acetylgalactosamine
395,499001BIJ,alglucosidase α(recombinant human acid α-glucosidase)
395,518730BIJ,idursulfase β
395,637701BIJ,elosulfase alfa
395,637830BIJ,agalsidase alfa
395,637901BIJ,velaglucerase α
395,650405BIJ,asfotase α
395,650401BIJ,asfotase α
395,650402BIJ,asfotase α
395,650403BIJ,asfotase α
395,650404BIJ,asfotase α
395,721001BIJ,avalglucosidase alfa
396,170130BIJ,human insulin
396,170131BIJ,human insulin
396,170430BIJ,human insulin(N
396,170431BIJ,human insulin(N
396,175330BIJ,insulin lispro
396,175331BIJ,insulin lispro
396,175332BIJ,insulin lispro(insulin lispro protamine/insulin lispro
396,175333BIJ,insulin lispro(insulin lispro protamine/insulin lispro
396,441330BIJ,insulin aspart
396,441331BIJ,insulin aspart
396,441332BIJ,insulin aspart(insulin aspart protamine/insulin aspart
396,441333BIJ,insulin aspart(insulin aspart protamine/insulin aspart
396,461830BIJ,insulin glargine (as human insulin
396,461831BIJ,insulin glargine (as human insulin
396,461832BIJ,insulin glargine (as human insulin
396,484930BIJ,insulin glulisine
396,484931BIJ,insulin glulisine
396,488730BIJ,insulin detemir
396,626700BIJ,insulin aspart
396,626700BIJ,insulin degludec
396,626830BIJ,Insulin degludec
396,639701BIJ,dulaglutide
396,639702BIJ,dulaglutide
396,666700BIJ,insulin glargine (as human insulin
396,666700BIJ,lixisenatide
396,667000BIJ,insulin glargine (as human insulin
396,667000BIJ,lixisenatide
396,693900BIJ,insuln degludec
396,693900BIJ,liraglutide
399,130231BIJ,proteolytic peptide from porcine brain
399,130232BIJ,proteolytic peptide from porcine brain
399,140403BIJ,dantrolene sodium
399,164301BIJ,gabexate mesilate
399,173601BIJ,imiglucerase
399,173602BIJ,imiglucerase
399,207930BIJ,pamidronate disodium (as pamidronate
399,237830BIJ,thioctic acid tromethamine
399,328200BIJ,fructose
399,328200BIJ,glycerin
399,328200BIJ,sodium chloride
399,354500BIJ,fructose
399,354500BIJ,glycerin
399,354500BIJ,sodium chloride
399,420731BIJ,zoledronic acid
399,420730BIJ,zoledronic acid
399,420732BIJ,zoledronic acid
399,461501BIJ,nafamostat mesilate
399,461502BIJ,nafamostat mesilate
399,480330BIJ,ibandronic acid monosodium salt monohydrate (as ibandronic acid
399,526030BIJ,BDDE bridged sodium hyaluronate gel (as butanediol diglycidyl ether bridged sodium hyaluronate
399,530045BIJ,sodium hyaluronate
399,530046BIJ,sodium hyaluronate
399,629001BIJ,denosumab
399,629002BIJ,denosumab
399,680701BIJ,romosozumab
399,691703BIJ,burosumab
399,691702BIJ,burosumab
399,691701BIJ,burosumab
399,691901BIJ,4:1 w/w mixed hydrogel of sodium hyaluronate gel crosslinked by divinyl sulfone and sodium hyaluronate (as sodium hyaluronate  40mg(20mg/mL))
421,104501BIJ,aldesleukin(rhIL-
421,120630BIJ,busulfan
421,123730BIJ,carboplatin
421,123731BIJ,carboplatin
421,123732BIJ,carboplatin
421,123733BIJ,carboplatin
421,123734BIJ,carboplatin
421,123735BIJ,carboplatin
421,134530BIJ,cisplatin
421,134533BIJ,cisplatin
421,134534BIJ,cisplatin
421,134830BIJ,cladribine
421,139005BIJ,cyclophosphamide
421,139633BIJ,cytarabine
421,139637BIJ,cytarabine
421,139631BIJ,cytarabine
421,139634BIJ,cytarabine
421,139635BIJ,cytarabine
421,139636BIJ,cytarabine
421,139638BIJ,cytarabine
421,139901BIJ,dacarbazine
421,139902BIJ,dacarbazine
421,148340BIJ,docetaxel
421,148344BIJ,docetaxel
421,148348BIJ,docetaxel
421,148346BIJ,docetaxel
421,148350BIJ,docetaxel
421,148351BIJ,docetaxel
421,148341BIJ,docetaxel
421,148342BIJ,docetaxel
421,157131BIJ,etoposide
421,157132BIJ,etoposide
421,160101BIJ,fludarabine phosphate
421,161430BIJ,5-fluorouracil   0.25g(50mg/mL)
421,161431BIJ,5-fluorouracil   0.5g(50mg/mL)
421,161432BIJ,5-fluorouracil   1g(50mg/mL)
421,164930BIJ,gemcitabine hydrochloride (as gemcitabine
421,164931BIJ,gemcitabine hydrochloride (as gemcitabine
421,164932BIJ,gemcitabine hydrochloride (as gemcitabine
421,164933BIJ,gemcitabine hydrochloride (as gemcitabine
421,167201BIJ,goserelin acetate (as goserelin
421,167202BIJ,goserelin acetate (as goserelin
421,173301BIJ,ifosfamide
421,177430BIJ,irinotecan hydrochloride
421,177431BIJ,irinotecan hydrochloride
421,177433BIJ,irinotecan hydrochloride
421,177435BIJ,irinotecan hydrochloride
421,181401BIJ,L-asparaginase
421,181403BIJ,L-asparaginase(Erwinia)
421,182630BIJ,leuprolide acetate
421,182602BIJ,leuprolide acetate
421,182604BIJ,leuprolide acetate
421,182605BIJ,leuprolide acetate (as leuprolide
421,182606BIJ,leuprolide acetate (as leuprolide
421,182608BIJ,leuprolide acetate (as leuprolide
421,182611BIJ,leuprolide acetate
421,189902BIJ,melphalan
421,192142BIJ,methotrexate
421,192143BIJ,methotrexate
421,192139BIJ,methotrexate
421,192141BIJ,methotrexate
421,196530BIJ,mitoxantrone hydrochloride
421,198001BIJ,thiotepa
421,198003BIJ,thiotepa
421,205830BIJ,oxaliplatin
421,205834BIJ,oxaliplatin
421,205803BIJ,oxaliplatin
421,207830BIJ,paclitaxel
421,207831BIJ,paclitaxel
421,207832BIJ,paclitaxel
421,207833BIJ,paclitaxel
421,207835BIJ,paclitaxel
421,241901BIJ,topotecan hydrochloride (as topotecan
421,242830BIJ,trastuzumab
421,242801BIJ,trastuzumab
421,242802BIJ,trastuzumab
421,244930BIJ,triptorelin acetate
421,244902BIJ,triptorelin acetate (as triptorelin
421,247830BIJ,vinblastine sulfate
421,248030BIJ,vincristine sulfate
421,248031BIJ,vincristine sulfate
421,248230BIJ,vinorelbine tartrate (as vinorelbine
421,248231BIJ,vinorelbine tartrate (as vinorelbine
421,422630BIJ,rituximab
421,422631BIJ,rituximab
421,422603BIJ,rituximab
421,452801BIJ,belotecan(CKD-
421,463301BIJ,bortezomib(PS-
421,463302BIJ,bortezomib(PS-
421,467501BIJ,triptorelin pamoate (as triptorelin
421,467502BIJ,triptorelin pamoate (as triptorelin
421,481230BIJ,pemetrexed disodium (as pemetrexed
421,481231BIJ,pemetrexed disodium (as pemetrexed
421,481232BIJ,pemetrexed disodium (as pemetrexed
421,481235BIJ,pemetrexed disodium (as pemetrexed
421,481234BIJ,pemetrexed disodium (as pemetrexed
421,481239BIJ,pemetrexed disodium (as pemetrexed
421,481203BIJ,pemetrexed disodium (as pemetrexed
421,484301BIJ,azacitidine
421,484302BIJ,azacitidine
421,495601BIJ,decitabine
421,495602BIJ,decitabine
421,503701BIJ,paclitaxel(albumin-bound)
421,554330BIJ,bevacizumab
421,554331BIJ,bevacizumab
421,556430BIJ,cetuximab
421,568230BIJ,temsirolimus
421,568931BIJ,fulvestrant
421,588430BIJ,arsenic trioxide
421,588431BIJ,arsenic trioxide
421,613901BIJ,cabazitaxel acetone solvate (as cabazitaxel
421,614330BIJ,clofarabine
421,614601BIJ,bendamustine hydrochloride (as bendamustine
421,614602BIJ,bendamustine hydrochloride (as bendamustine
421,621330BIJ,eribulin mesylate (as eribulin
421,624401BIJ,degarelix
421,624402BIJ,degarelix
421,624501BIJ,brentuximab vedotin
421,624601BIJ,pertuzumab
421,626001BIJ,trastuzumab emtansine (as trastuzumab
421,626002BIJ,trastuzumab emtansine (as trastuzumab
421,628901BIJ,obinutuzumab
421,633330BIJ,ipilimumab
421,633331BIJ,ipilimumab
421,638401BIJ,nivolumab
421,638402BIJ,nivolumab
421,638403BIJ,nivolumab
421,639001BIJ,pembrolizumab
421,639301BIJ,ramucirumab
421,639302BIJ,ramucirumab
421,647701BIJ,blinatumomab
421,647801BIJ,carfilzomib
421,647802BIJ,carfilzomib
421,647901BIJ,siltuximab
421,647902BIJ,siltuximab
421,657701BIJ,atezolizumab
421,658801BIJ,aflibercept
421,658802BIJ,aflibercept
421,666002BIJ,nanoliposomal irinotecan hydrochloride (as irinotecan
421,667101BIJ,daratumumab
421,667102BIJ,daratumumab
421,676501BIJ,inotuzumab ozogamicin
421,676901BIJ,durvalumab
421,676902BIJ,durvalumab
421,678801BIJ,avelumab
421,706201BIJ,tisagenlecleucel
421,716601BIJ,dostarlimab
429,114301BIJ,BCG strain tice
431,188801BIJ,medronic acid
431,368401BIJ,sodium pertechnetate(Tc-
431,368501BIJ,thallium chloride(Tl-
431,368628BIJ,sodium iodide(I-
431,368701BIJ,tetrofosmin sulfosalicylate
431,368901BIJ,exametazime
431,369000BIJ,bicisate
431,369000BIJ,sodium edetate
431,369101BIJ,tetrakis copper(I)tetrafluoroborate
431,369401BIJ,dimercaptosuccinic acid
431,369403BIJ,dimercaptosuccinic acid
431,369501BIJ,pentetic acid
431,369503BIJ,pentetic acid
431,369601BIJ,betiatide
431,369901BIJ,sodium pyrophosphate
431,370002BIJ,sodium phytate
431,382301BIJ,oxidronate sodium
431,418700BIJ,indium chloride(
431,418700BIJ,pentetreotide
431,428201BIJ,6β-iodomethyl-19-norcholest-5(10)-en-3β-ol(I-131)   0.037GBq(1mCi)
431,430401BIJ,metaiodobenzylguanidine(I-
431,448801BIJ,"3,3-diphosphono-1,2-propanedicarboxylate tetrasodium   13mg"
431,472703BIJ,3-iodobenzylguanidine(131I)   3704MBq (100 mCi)
431,472705BIJ,3-iodobenzylguanidine(131I)   1852MBq(50 mCi)
431,472706BIJ,3-iodobenzylguanidine(131I)   7406MBq (200 mCi)
431,472707BIJ,3-iodobenzylguanidine(131I)   1110MBq(30 mCi)
431,472708BIJ,3-iodobenzylguanidine(131I)   5556MBq (150 mCi)
431,472709BIJ,3-iodobenzylguanidine(131I)   37MBq(1 mCi)
431,472710BIJ,3-iodobenzylguanidine(131I)   111MBq(3 mCi)
431,482501BIJ,2-deoxy-2-fluoro-D-glucose (18F) injection   0.037GBq(1mCi)
431,490201BIJ,mebrofenin
431,648001BIJ,fluorodopa(
431,691301BIJ,lutetium(
439,383502BIJ,infliximab
439,383501BIJ,infliximab
439,455830BIJ,etanercept
439,455831BIJ,etanercept
439,455803BIJ,etanercept
439,488431BIJ,adalimumab
439,488433BIJ,adalimumab
439,488430BIJ,adalimumab
439,503630BIJ,ranibizumab
439,503631BIJ,ranibizumab
439,503632BIJ,ranibizumab
439,512230BIJ,abatacept
439,512201BIJ,abatacept
439,517801BIJ,anakinra
439,617901BIJ,autologus adipose-derived mesenchymal stem cell
439,623930BIJ,aflibercept
439,623931BIJ,aflibercept
439,641301BIJ,vedolizumab
439,641302BIJ,vedolizumab
439,689602BIJ,brolucizumab
439,708801BIJ,onasemnogene abeparvovec
439,718101BIJ,faricimab
490,800800BIJ,aconitum tinc-D
490,800800BIJ,arnica tinc-D
490,800800BIJ,belladonna tinc-D
490,800800BIJ,bellis perennis tinc-D
490,800800BIJ,calendula tinc-D
490,800800BIJ,chamomilla tinc-D
490,800800BIJ,echinacea angustifol tinc-D
490,800800BIJ,echinacea purpurea tinc-D
490,800800BIJ,hamamelis tinc-D
490,800800BIJ,hepar sulfuris-D
490,800800BIJ,hypericum tinc-D
490,800800BIJ,millefolium tinc-D
490,800800BIJ,symphytum tinc-D
611,115502BIJ,benzathine penicillin G
611,184231BIJ,lincomycin hydrochloride
611,234901BIJ,teicoplanin
611,234902BIJ,teicoplanin
611,247203BIJ,vancomycin hydrochloride
611,247204BIJ,vancomycin hydrochloride
611,247205BIJ,vancomycin hydrochloride
611,412930BIJ,linezolid
611,567104BIJ,daptomycin
611,567105BIJ,daptomycin
612,106831BIJ,amikacin sulfate
612,106833BIJ,amikacin sulfate
612,240841BIJ,tobramycin
612,240843BIJ,tobramycin
612,484201BIJ,colistin sodium methanesulfonate
612,717000BIJ,avibactam sodium (as avibactam
612,717000BIJ,ceftazidime hydrate dried sodium carbonate (as ceftazidime
613,232101BIJ,streptomycin sulfate
614,112734BIJ,azithromycin hydrate (as azithromycin
616,108501BIJ,amphotericin B(liposomal)
616,210301BIJ,pentamidine isethionate
617,140601BIJ,daunorubicin hydrochloride
617,149430BIJ,doxorubicin hydrochloride
617,149431BIJ,liposomal doxorubicin hydrochloride (as doxorubicin hydrochloride
617,149432BIJ,doxorubicin hydrochloride
617,149433BIJ,doxorubicin hydrochloride
617,149435BIJ,liposomal doxorubicin hydrochloride (as doxorubicin hydrochloride
617,152730BIJ,epirubicin hydrochloride
617,152731BIJ,epirubicin hydrochloride
617,173002BIJ,idarubicin hydrochloride
617,196401BIJ,mitomycin C
618,108201BIJ,amoxicillin sodium (as amoxicillin
618,108203BIJ,amoxicillin sodium (as amoxicillin
618,108603BIJ,ampicillin sodium
618,125401BIJ,cefamandole nafate
618,125701BIJ,cefazolin sodium
618,125802BIJ,cefbuperazone sodium
618,126101BIJ,cefepime hydrochloride hydrate
618,126103BIJ,cefepime hydrochloride hydrate
618,126501BIJ,cefmetazole sodium
618,126502BIJ,cefmetazole sodium
618,126601BIJ,cefminox sodium
618,126701BIJ,cefodizime sodium
618,127101BIJ,cefotaxime sodium
618,127102BIJ,cefotaxime sodium
618,127103BIJ,cefotaxime sodium
618,127201BIJ,cefotetan disodium (as cefotetan
618,127301BIJ,cefotiam hydrochloride
618,127302BIJ,cefotiam hydrochloride
618,127303BIJ,cefotiam hydrochloride
618,127501BIJ,cefoxitin sodium
618,127701BIJ,cefpiramide sodium
618,128301BIJ,ceftazidime hydrate
618,128302BIJ,ceftazidime hydrate
618,128303BIJ,ceftazidime hydrate
618,128501BIJ,ceftezole sodium
618,128502BIJ,ceftezole sodium
618,128503BIJ,ceftezole sodium
618,128701BIJ,ceftizoxime sodium
618,128801BIJ,ceftriaxone sodium hydrate
618,128803BIJ,ceftriaxone sodium hydrate
618,128804BIJ,ceftriaxone sodium hydrate
618,128805BIJ,ceftriaxone sodium hydrate
618,129001BIJ,cefuroxime sodium
618,129003BIJ,cefuroxime sodium
618,130001BIJ,cephazedone sodium
618,130002BIJ,cephazedone sodium
618,130003BIJ,cephazedone sodium
618,130102BIJ,cefradine
618,159501BIJ,flomoxef sodium
618,165136BIJ,gentamicin sulfate
618,190702BIJ,meropenem
618,190703BIJ,meropenem
618,190704BIJ,meropenem
618,200732BIJ,netilmicin sulfate
618,200730BIJ,netilmicin sulfate
618,200731BIJ,netilmicin sulfate
618,200733BIJ,netilmicin sulfate
618,328900BIJ,amoxicillin sodium
618,328900BIJ,clavulanate potassium
618,329000BIJ,amoxicillin sodium
618,329000BIJ,clavulanate potassium
618,329300BIJ,cilastatin sodium (as cilastatin
618,329300BIJ,imipenem hydrate (as imipenem
618,329400BIJ,cilastatin sodium (as cilastatin
618,329400BIJ,imipenem hydrate (as imipenem
618,329500BIJ,piperacillin sodium
618,329500BIJ,tazobactam
618,329600BIJ,piperacillin sodium
618,329600BIJ,tazobactam
618,329900BIJ,cefoperazone sodium
618,329900BIJ,sulbactam sodium
618,557400BIJ,cefoperazone sodium
618,557400BIJ,sulbactam sodium
618,360801BIJ,nafcillin sodium
618,381300BIJ,amoxicillin sodium
618,381300BIJ,sulbactam sodium
618,381500BIJ,amoxicillin sodium
618,381500BIJ,sulbactam sodium
618,447701BIJ,ertapenem sodium (as ertapenem
618,495301BIJ,tigecycline
618,593201BIJ,doripenem monohydrate (as doripenem
618,659700BIJ,ceftolozane sulfate (as ceftolozane
618,659700BIJ,tazobactam sodium (as tazobactam
618,800001BIJ,cefepime hydrochloride hydrate·L-arginine (as cefepime hydrochloride
619,134902BIJ,clarithromycin
619,135630BIJ,clindamycin phosphate
619,135631BIJ,clindamycin phosphate
619,328500BIJ,ampicillin sodium
619,328500BIJ,sulbactam sodium
619,328600BIJ,ampicillin sodium
619,328600BIJ,sulbactam sodium
619,433300BIJ,piperacillin sodium
619,433300BIJ,sulbactam sodium
619,453200BIJ,piperacillin sodium
619,453200BIJ,sulbactam sodium
619,657600BIJ,piperacillin sodium
619,657600BIJ,sulbactam sodium
621,330000BIJ,sulfamethoxazole
621,330000BIJ,trimethoprim
629,102934BIJ,acyclovir
629,102905BIJ,acyclovir
629,134133BIJ,ciprofloxacin
629,134134BIJ,ciprofloxacin
629,134135BIJ,ciprofloxacin
629,159931BIJ,fluconazole
629,164602BIJ,ganciclovir
629,183233BIJ,levofloxacin
629,183234BIJ,levofloxacin
629,183235BIJ,levofloxacin
629,203940BIJ,ofloxacin
629,380335BIJ,moxifloxacin hydrochloride (as moxifloxacin
629,440001BIJ,caspofungin acetate (as caspofungin
629,440002BIJ,caspofungin acetate (as caspofungin
629,442902BIJ,gemifloxacin mesylate (as gemifloxacin
629,456501BIJ,voriconazole
629,477501BIJ,palivizumab
629,477502BIJ,palivizumab
629,497401BIJ,micafungin sodium
629,510501BIJ,anidulafungin
629,676001BIJ,letermovir
629,676002BIJ,letermovir
629,801601BIJ,moxifloxacin
631,483501BIJ,"free-dried rabies vaccine produced on VERO cell line, inactivated and purified(or whole-virus rabies antigen)"
632,474601BIJ,clostridium botulinum toxin type A
632,474602BIJ,clostridium botulinum toxin type A haemagglutinin complex
632,474603BIJ,clostridium botulinum toxin type A
632,474605BIJ,clostridium botulinum toxin type A
633,109501BIJ,antivenin agkistrodon halys
634,109201BIJ,anti-inhibitor coagulant complex
634,109202BIJ,anti-inhibitor coagulant complex
634,109301BIJ,freeze-dried concentrated human antithrombin III
634,169301BIJ,human tetanus immunoglobulin
634,169502BIJ,human blood coagulation factor VIII(monoclonal)
634,169503BIJ,human blood coagulation factor VIII(monoclonal)
634,169601BIJ,human blood coagulation factor Ⅸ complex
634,169702BIJ,human blood coagulation factor VIII
634,169703BIJ,human blood coagulation factor VIII
634,169801BIJ,human fibrinogen(dried)
634,169935BIJ,human immunoglobulin G
634,169936BIJ,human immunoglobulin G
634,169937BIJ,human immunoglobulin G
634,169938BIJ,human immunoglobulin G
634,169939BIJ,human immunoglobulin G
634,169930BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)
634,169931BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)
634,169932BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)
634,169933BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)
634,169940BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)
634,173930BIJ,immunoglobulin anti-D(Rh)
634,173931BIJ,immunoglobulin anti-D(Rh)
634,174130BIJ,human varicella zoster immunoglobulin
634,227101BIJ,human serum albumin
634,227104BIJ,human serum albumin
634,227102BIJ,human serum albumin
634,227103BIJ,human serum albumin
634,363532BIJ,human anti-hepatitis B immunoglobulin(I.V.)
634,363533BIJ,human anti-hepatitis B immunoglobulin(I.V.)
634,472801BIJ,human blood coagulation factor VIII (as Von-Willebrand factor
634,472802BIJ,human blood coagulation factor VIII (as Von-Willebrand factor
634,472803BIJ,human blood coagulation factor VIII (as Von-Willebrand factor
634,634101BIJ,Human plasma fraction with a factor XIII
634,635801BIJ,protein C concentrate (human) lyophilized powder
634,710801BIJ,human coagulation factor X
634,710802BIJ,human coagulation factor X
635,482030BIJ,Purified Tuberculin
636,484130BIJ,rabies human immunoglobulin
639,175730BIJ,interferon β-
639,175731BIJ,interferon β-
639,175732BIJ,interferon β-
639,175801BIJ,interferon β-
639,588530BIJ,eculizumab
639,622530BIJ,natalizumab
639,654403BIJ,peginterferon β-
639,654404BIJ,peginterferon β-
639,689002BIJ,ravulizumab
639,689003BIJ,ravulizumab
639,689001BIJ,ravulizumab
641,194131BIJ,metronidazole
641,204930BIJ,ornidazole
713,249201BIJ,water for injection
713,249202BIJ,water for injection
721,156030BIJ,ethyl esters of the iodised fatty acids of poppyseed oil
721,156031BIJ,ethyl esters of the iodised fatty acids of poppyseed oil
721,176030BIJ,iobitridol
721,176032BIJ,iobitridol
721,176034BIJ,iobitridol
721,176038BIJ,iobitridol
721,176031BIJ,iobitridol
721,176033BIJ,iobitridol
721,176035BIJ,iobitridol
721,176039BIJ,iobitridol
721,176132BIJ,iodixanol
721,176134BIJ,iodixanol
721,176133BIJ,iodixanol
721,176135BIJ,iodixanol
721,176137BIJ,iodixanol
721,176139BIJ,iodixanol
721,176142BIJ,iodixanol
721,176334BIJ,iohexol
721,176338BIJ,iohexol
721,176388BIJ,iohexol
721,176389BIJ,iohexol
721,176392BIJ,iohexol
721,176393BIJ,iohexol
721,176394BIJ,iohexol
721,176331BIJ,iohexol
721,176333BIJ,iohexol
721,176335BIJ,iohexol
721,176337BIJ,iohexol
